LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(sec),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID2392,2392,4,-1.0,1069.5,233.5,0.0,26.0,26,5.0,1,,64589.134020618556,65535.0,45489.0,65535.0,6265146.0,3983.7670761815293,0.2608716168000961,6.708902504851938,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2394,2394,4,-1.0,1061.5,245.5,0.0,27.0,27,5.0,1,,64485.80412371134,65535.0,29298.0,65535.0,6255123.0,5319.790083654573,0.22970787506917617,4.528699976755189,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2522,2522,4,-1.0,1053.5,239.5,0.0,0.0,0,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.16444308132699484,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2396,2396,4,-1.0,1057.5,263.5,0.0,28.0,28,5.0,1,,53071.82474226804,65535.0,12336.0,65535.0,5147967.0,20102.96577260138,0.1168029148381576,0.5522185922345835,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2398,2398,4,-1.0,1053.5,263.5,0.0,29.0,29,5.0,1,,64915.0206185567,65535.0,33153.0,65535.0,6296757.0,3805.9205001861246,0.2387356017720025,6.574368631366927,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2400,2400,4,-1.0,1051.5,261.5,0.0,30.0,30,5.0,1,,61942.298969072166,65535.0,20046.0,65535.0,6008403.0,11035.04922032988,0.15250370758693002,1.4855289235835094,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2402,2402,4,-1.0,1057.5,263.5,0.0,31.0,31,5.0,1,,63754.54639175258,65535.0,28527.0,65535.0,6184191.0,7686.964751042072,0.20026242835566302,2.767639578600359,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2404,2404,4,-1.0,1059.5,257.5,0.0,32.0,32,5.0,1,,63635.31958762887,65535.0,25443.0,65535.0,6172626.0,7613.878625228831,0.22141753583801935,3.030191936739235,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2406,2406,4,-1.0,1065.5,261.5,0.0,33.0,33,5.0,1,,62212.54639175258,65535.0,20817.0,65535.0,6034617.0,10566.943882753556,0.162699471788975,1.647696579111381,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2408,2408,4,-1.0,1079.5,265.5,0.0,34.0,34,5.0,1,,53564.62886597938,65535.0,11565.0,65535.0,5195769.0,19840.487214867608,0.11832788169348106,0.5713124657269242,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2410,2410,4,-1.0,1081.5,259.5,0.0,35.0,35,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.24168756132126892,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2412,2412,4,-1.0,1087.5,257.5,0.0,36.0,36,5.0,1,,60352.60824742268,65535.0,16962.0,65535.0,5854203.0,13369.748336228999,0.14719902447796976,1.1584277959967482,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2414,2414,4,-1.0,1085.5,263.5,0.0,37.0,37,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.24797983948283892,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2416,2416,4,-1.0,1089.5,249.5,0.0,38.0,38,5.0,1,,64175.81443298969,65535.0,26985.0,65535.0,6225054.0,6218.762640405736,0.16559870179714908,2.932278907714059,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2418,2418,4,-1.0,1089.5,257.5,0.0,39.0,39,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.20423968493114475,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2421,2421,4,-1.0,1043.5,223.5,0.0,23.0,23,5.0,1,,9180.463917525773,9252.0,6939.0,13107.0,890505.0,1032.5025429937984,-0.20043085912224082,-4.457712522396851,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2423,2423,4,-1.0,1041.5,225.5,0.0,24.0,24,5.0,1,,8798.938144329897,9252.0,6939.0,10023.0,853497.0,760.9156875988433,-0.014735331918582058,-0.3458842098160272,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2425,2425,4,-1.0,1043.5,229.5,0.0,25.0,25,5.0,1,,51076.762886597935,65535.0,14649.0,65535.0,4954446.0,20386.30254186887,0.28397112465122,1.1082399971879062,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2427,2427,4,-1.0,1055.5,209.5,0.0,26.0,26,5.0,1,,62808.68041237113,65535.0,20817.0,65535.0,6092442.0,9443.479243357106,0.3203974779633541,3.2277659615309724,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2429,2429,4,-1.0,1051.5,195.5,0.0,27.0,27,5.0,1,,64096.32989690721,65535.0,33153.0,65535.0,6217344.0,6248.419559712766,0.21798375027509784,3.6717711166511435,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2431,2431,4,-1.0,1051.5,205.5,0.0,28.0,28,5.0,1,,58492.67010309279,65535.0,19275.0,65535.0,5673789.0,12556.213396928268,0.2565373375102975,1.9021639182307126,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2688,2688,7,-1.0,219.5,785.5,0.0,38.0,38,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.17662250458407583,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2690,2690,7,-1.0,221.5,789.5,0.0,39.0,39,5.0,1,,64716.30927835051,65535.0,39321.0,65535.0,6277482.0,3840.2173396632847,0.1917339912643006,5.422601869699796,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2571,2571,7,-1.0,221.5,763.5,0.0,9.0,9,5.0,1,,62975.59793814433,65535.0,22359.0,65535.0,6108633.0,9116.175993414816,0.19533342565602593,2.2577564776830377,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2573,2573,7,-1.0,215.5,761.5,0.0,10.0,10,5.0,1,,64406.31958762887,65535.0,33153.0,65535.0,6247413.0,5180.472984652717,0.15606933954416904,3.3567791913025156,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2575,2575,7,-1.0,189.5,763.5,0.0,11.0,11,5.0,1,,59661.092783505155,65535.0,16962.0,65535.0,5787126.0,14102.593979834064,0.16656885373293587,1.2081076018229695,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2577,2577,7,-1.0,187.5,771.5,0.0,12.0,12,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.08564075680312636,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2584,2584,7,-1.0,179.5,763.5,0.0,13.0,13,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.13766324568631855,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2586,2586,7,-1.0,181.5,769.5,0.0,14.0,14,5.0,1,,59748.52577319588,65535.0,23130.0,65535.0,5795607.0,12365.140959141272,0.3481905670775594,2.495880772101116,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2588,2588,7,-1.0,179.5,761.5,0.0,15.0,15,5.0,1,,56537.35051546392,65535.0,13878.0,65535.0,5484123.0,16337.849620743376,0.33216768556022375,1.7257148629065506,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2590,2590,7,-1.0,177.5,743.5,0.0,16.0,16,5.0,1,,50568.0618556701,65535.0,12336.0,65535.0,4905102.0,20482.277012606162,0.1671448721235368,0.707125273589112,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2592,2592,7,-1.0,177.5,685.5,0.0,17.0,17,5.0,1,,59899.54639175258,65535.0,16191.0,65535.0,5810256.0,13800.75679387774,0.25932452276064616,1.7875432300764125,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2594,2594,7,-1.0,183.5,687.5,0.0,18.0,18,5.0,1,,63961.20618556701,65535.0,28527.0,65535.0,6204237.0,6552.477141220045,0.3135790557879266,4.660494062669354,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2596,2596,7,-1.0,189.5,673.5,0.0,19.0,19,5.0,1,,48580.948453608245,65535.0,10023.0,65535.0,4712352.0,22152.696046592868,0.23235123623257806,0.8269511943412313,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2598,2598,7,-1.0,189.5,687.5,0.0,20.0,20,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.2786977266348583,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2600,2600,7,-1.0,199.5,671.5,0.0,21.0,21,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.24419684308263692,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2602,2602,7,-1.0,195.5,657.5,0.0,22.0,22,5.0,1,,58691.38144329897,65535.0,22359.0,65535.0,5693064.0,13077.325299479338,0.14958249536138232,1.1679547902268035,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2604,2604,7,-1.0,201.5,643.5,0.0,23.0,23,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.2733370598099497,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2606,2606,7,-1.0,193.5,641.5,0.0,24.0,24,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.24839019043704616,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2608,2608,7,-1.0,193.5,639.5,0.0,25.0,25,5.0,1,,65376.030927835054,65535.0,52428.0,65535.0,6341475.0,1348.9660967880143,0.25864882110519344,19.918353750244094,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2613,2613,7,-1.0,193.5,641.5,0.0,26.0,26,5.0,1,,60432.092783505155,65535.0,16191.0,65535.0,5861913.0,13053.242567368161,0.2539074531224087,1.874947824446119,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2615,2615,7,-1.0,189.5,639.5,0.0,27.0,27,5.0,1,,50822.41237113402,65535.0,11565.0,65535.0,4929774.0,21133.95421755819,0.2422009589841973,0.9377530974012044,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2617,2617,7,-1.0,193.5,639.5,0.0,28.0,28,5.0,1,,52197.49484536082,65535.0,11565.0,65535.0,5063157.0,20189.17546459182,0.24932545386785923,1.0319344308865381,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2619,2619,7,-1.0,195.5,633.5,0.0,29.0,29,5.0,1,,65320.39175257732,65535.0,44718.0,65535.0,6336078.0,2113.6461119586525,0.28586399906118465,13.740765527802074,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2621,2621,7,-1.0,191.5,647.5,0.0,30.0,30,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.1912356847774931,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2623,2623,7,-1.0,187.5,633.5,0.0,31.0,31,5.0,1,,51887.50515463918,65535.0,12336.0,65535.0,5033088.0,20031.218578822853,0.18751976932506673,0.8180721857782486,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2625,2625,7,-1.0,191.5,631.5,0.0,32.0,32,5.0,1,,61759.48453608248,65535.0,26985.0,65535.0,5990670.0,9722.885568245449,0.3207341936494577,3.085093457589506,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2627,2627,7,-1.0,187.5,627.5,0.0,33.0,33,5.0,1,,62180.75257731959,65535.0,21588.0,65535.0,6031533.0,10005.093615286385,0.2705162568394593,2.646536915135804,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2629,2629,7,-1.0,191.5,631.5,0.0,34.0,34,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.18285432406469873,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2631,2631,7,-1.0,195.5,621.5,0.0,35.0,35,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.2214477211796246,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2633,2633,7,-1.0,197.5,615.5,0.0,36.0,36,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.2089049274285563,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2635,2635,7,-1.0,197.5,611.5,0.0,37.0,37,5.0,1,,64191.71134020619,65535.0,28527.0,65535.0,6226596.0,5772.080345938902,0.26980573339493547,4.725964690800428,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2637,2637,7,-1.0,203.5,597.5,0.0,38.0,38,5.0,1,,64946.81443298969,65535.0,34695.0,65535.0,6299841.0,3626.1823368670025,0.2600230044184825,7.392162574351529,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2639,2639,7,-1.0,201.5,607.5,0.0,39.0,39,5.0,1,,65431.67010309279,65535.0,55512.0,65535.0,6346872.0,1017.6814613134267,0.1708037781148273,18.7594238374429,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2644,2644,7,-1.0,169.5,789.5,0.0,16.0,16,5.0,1,,63969.154639175256,65535.0,29298.0,65535.0,6205008.0,5977.79210972477,0.32281758900219715,5.222963951537329,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2646,2646,7,-1.0,175.5,797.5,0.0,17.0,17,5.0,1,,46895.87628865979,65535.0,10023.0,65535.0,4548900.0,22048.61465000776,0.1288008775120406,0.48538329702862554,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2648,2648,7,-1.0,191.5,793.5,0.0,18.0,18,5.0,1,,51418.54639175258,65535.0,12336.0,65535.0,4987599.0,20200.58035419434,0.17946656053663698,0.7746113406741586,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2650,2650,7,-1.0,183.5,791.5,0.0,19.0,19,5.0,1,,63412.762886597935,65535.0,31611.0,65535.0,6151038.0,7601.644683297721,0.249198985732481,3.3282332340890077,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2652,2652,7,-1.0,181.5,797.5,0.0,20.0,20,5.0,1,,63873.77319587629,65535.0,27756.0,65535.0,6195756.0,6985.550223653906,0.27062139942824487,3.894914407553999,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2654,2654,7,-1.0,187.5,779.5,0.0,21.0,21,5.0,1,,65129.62886597938,65535.0,43947.0,65535.0,6317574.0,2564.59599368491,0.24127725407670056,9.872729180014103,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2526,2526,7,-1.0,259.5,767.5,0.0,0.0,0,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.17522635230995434,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2656,2656,7,-1.0,211.5,775.5,0.0,22.0,22,5.0,1,,62967.64948453608,65535.0,22359.0,65535.0,6107862.0,8857.221949772138,0.2553249861642598,2.891925453510627,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2528,2528,7,-1.0,255.5,763.5,0.0,1.0,1,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.12906423473433784,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2658,2658,7,-1.0,207.5,759.5,0.0,23.0,23,5.0,1,,62164.85567010309,65535.0,23130.0,65535.0,6029991.0,9711.310192019344,0.2159938180071427,2.27408688386232,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2530,2530,7,-1.0,253.5,747.5,0.0,2.0,2,5.0,1,,58516.51546391752,65535.0,23130.0,65535.0,5676102.0,13387.679488458645,0.12463576460931623,0.9687995714018961,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2660,2660,7,-1.0,209.5,761.5,0.0,24.0,24,5.0,1,,64008.8969072165,65535.0,29298.0,65535.0,6208863.0,6869.024605497323,0.26696615823545555,3.9270502968621566,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2532,2532,7,-1.0,245.5,763.5,0.0,3.0,3,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.10282726568551509,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2662,2662,7,-1.0,209.5,767.5,0.0,25.0,25,5.0,1,,63508.14432989691,65535.0,30840.0,65535.0,6160290.0,6944.637064535361,0.23715509561242445,3.5060505799287434,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2534,2534,7,-1.0,241.5,761.5,0.0,4.0,4,5.0,1,,56799.64948453608,65535.0,20046.0,65535.0,5509566.0,15199.052157290167,0.13128897775821866,0.8673888937509487,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2664,2664,7,-1.0,203.5,769.5,0.0,26.0,26,5.0,1,,64342.73195876289,65535.0,36237.0,65535.0,6241245.0,5296.266612584001,0.23660380552671487,4.648906377164404,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2536,2536,7,-1.0,249.5,767.5,0.0,5.0,5,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.1216978112612945,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2666,2666,7,-1.0,209.5,763.5,0.0,27.0,27,5.0,1,,65415.77319587629,65535.0,53970.0,65535.0,6345330.0,1174.2478399770275,0.26460358154512653,23.312777326711913,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2538,2538,7,-1.0,241.5,767.5,0.0,6.0,6,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.12128371726717858,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2668,2668,7,-1.0,223.5,763.5,0.0,28.0,28,5.0,1,,51895.45360824742,65535.0,10794.0,65535.0,5033859.0,20846.2372599053,0.15879439216129076,0.6822764924322261,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2540,2540,7,-1.0,233.5,767.5,0.0,7.0,7,5.0,1,,64756.051546391755,65535.0,37008.0,65535.0,6281337.0,3889.3728537171605,0.2485281133775852,6.628388790843228,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2670,2670,7,-1.0,229.5,761.5,0.0,29.0,29,5.0,1,,64080.43298969072,65535.0,32382.0,65535.0,6215802.0,6335.267920385602,0.22006697726212018,3.6488974076058076,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2542,2542,7,-1.0,235.5,755.5,0.0,8.0,8,5.0,1,,65129.62886597938,65535.0,46260.0,65535.0,6317574.0,2453.5411497109017,0.1381263345564608,6.443194887200173,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2672,2672,7,-1.0,225.5,757.5,0.0,30.0,30,5.0,1,,50401.14432989691,65535.0,10023.0,65535.0,4888911.0,21552.20820230769,0.1281603600260367,0.5313265301655986,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2674,2674,7,-1.0,221.5,761.5,0.0,31.0,31,5.0,1,,61958.19587628866,65535.0,21588.0,65535.0,6009945.0,10526.330018536844,0.2711755084555996,2.5112891688085446,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2676,2676,7,-1.0,219.5,775.5,0.0,32.0,32,5.0,1,,58015.762886597935,65535.0,16191.0,65535.0,5627529.0,15271.522583426582,0.17614180571280147,1.1378798881419039,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2678,2678,7,-1.0,217.5,773.5,0.0,33.0,33,5.0,1,,55710.71134020619,65535.0,13878.0,65535.0,5403939.0,18514.12943591929,0.1917307710608709,0.9682311917990983,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2680,2680,7,-1.0,215.5,781.5,0.0,34.0,34,5.0,1,,56346.58762886598,65535.0,12336.0,65535.0,5465619.0,17968.073981922626,0.16041373804795264,0.8670113564594317,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2682,2682,7,-1.0,211.5,779.5,0.0,35.0,35,5.0,1,,65161.42268041237,65535.0,43947.0,65535.0,6320658.0,2593.4568060596052,0.2191213925434337,9.031905008598363,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2684,2684,7,-1.0,217.5,789.5,0.0,36.0,36,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.2115410184815849,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2686,2686,7,-1.0,223.5,791.5,0.0,37.0,37,5.0,1,,65535.0,65535.0,65535.0,65535.0,6356895.0,0.0,0.20116003163722646,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2753,2753,10,-1.0,1059.5,719.5,0.0,23.0,23,5.0,1,,64636.82474226804,65535.0,36237.0,65535.0,6269772.0,4160.425013370789,0.18579844632249629,4.8685934635892245,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2755,2755,10,-1.0,1059.5,727.5,0.0,24.0,24,5.0,1,,62832.52577319588,65535.0,27756.0,65535.0,6094755.0,8198.20209722432,0.14610957650197842,1.9541074218778567,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2757,2757,10,-1.0,1065.5,723.5,0.0,25.0,25,5.0,1,,59001.37113402062,65535.0,20817.0,65535.0,5723133.0,13503.093779235378,0.20223711767288516,1.4700413500180483,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
